ten_quan,url_goc,diem,noi_dung,user
ABMA Nem Nướng Làng Chài Nha Trang - 15/2 Đoàn Như Hài,https://www.foody.vn/ho-chi-minh/abma-nem-nuong-lang-chai-nha-trang,7.0,"Hôm nay mưa nên mình không tiện ra ngoài ăn nên đã đặt 2 phần nem làng chài của quán. Nhân viên Delivery rất chu đáo, do kẹt xe nên cũng đã thông báo trước khi đến muộn. Về phần ăn thì giá hơi cao nhưng đồ ăn, đặc biệt là bún, thì ít quá, không đủ khẩu phần cho 1 người lớn ăn. Đây sẽ là điểm trừ dành cho quán. Nếu có dịp mình sẽ đến quán để dùng thử trực tiếp.",Thiên Đức Nguyễn
ABMA Nem Nướng Làng Chài Nha Trang - 15/2 Đoàn Như Hài,https://www.foody.vn/ho-chi-minh/abma-nem-nuong-lang-chai-nha-trang,8.0,"Đi làm giấy tờ ở khu đoàn như hài thì phát hiện ra quán này, có vẻ là quán mới dời đến địa chỉ mới là 15/2 đoàn như hài, Địa chỉ ở đây đánh hơi rối, trong cùng 1 hẻm mà có đến 3 địa chỉ khác nhau nhưng cứ theo địa chỉ là quán nằm ở ngay đầu hẻm 15 đoàn như hài, đi từ hoàng diệu thì hình như là hẻm 20 hoàng diệu đi đến cuối hẻm là quán nằm bên trái.
Quán chuyên về các món nem nướng nha trang. Quán nhỏ thui, tầm 10 bàn nên sức chứa không lớn lắm, sạch sẽ và gọn gàng. Trước quán có xe bánh mì size nhỏ với nhân là nem nướng, chả bì, chả cá và lò nướng nem nên mùi vị khá thu hút. Mình đi với bạn goi tô bún nem nướng 45k tô to, trộn với nước sốt riêng ngọt ngọt ăn ngon, tô khá nhiều bún và nem ram đầy đặn, mình ăn với bạn rỉa rỉa 1 tô cũng khá no. Bánh mì size mini giá 12 15k hợp lý, nhân nem nướng, chả bì cay, chả cá chiên gọi cả 3 ổ ăn ngon, bánh mì nên ăn ngay vì có nước sốt chan vào rùi nên để lâu sẽ bị mềm. Chanh muối đường 22k đậm, uống ngon. Quán có bán hủ chanh muối và tắc muối 49k luôn nên ai thích thì mua về nhà tự pha uống.
Giá hợp lý, đồ ăn ngon, chắc chắn còn ghé lại.",Trần Hạnh
ABMA Nem Nướng Làng Chài Nha Trang - 15/2 Đoàn Như Hài,https://www.foody.vn/ho-chi-minh/abma-nem-nuong-lang-chai-nha-trang,8.0,"Vị trí: từ cầu Khánh Hội rẽ phải vô Đoàn Như Hài rẻ trái ngay hẻm đầu tiên, qau1n nằm bên tay phải luôn. Giữ xe căp hông quán và phía đối diện. Hẻm rông xe ô tô đi vô tư nha.
Không gian: nho nhưng thoáng mát, sạch sẽ.
Có bàn trưng bày các sản phẩm của quán bán. Giá thấy khá rẻ. Điều làm mình ấn tượng là quán sử dụng các nguyên liệu như bún, rau xà lách, dưa leo đều có thương hiệu nên ăn yên tâm hơn dù giá có cáo hơn những chỗ khác 1 chút vẫn thấy hài lòng.
Nem nướng làng chài 55k: phần này mình thấy khá nhiều chứ không ít. Gọi 1 phần này 2 đứa con gái ăn no. Dùng kèm các loại rau và nước chấm vừa miệng ngon. Ai thích ăn ớt thì cho thêm vô. Ớt hiểm, ớt xanh bao cay nha.
Nem nướng thêm 9k/cây: nem nướng ngon
Bún nen mướng làng chài nha trang 45k: tô bún hoành tránng, nước sốt ngon. Mình ăn khá yếu nên 1 tô này là không thể ăn thêm món khác.
Chả cá chiên làng chài 33k/ miếng: miếng khá tio bằng cái chén, nhờ quán thái giùm, chấm mắm chua ngọt khá ngon. 
Tắc muối đường 22k/ly: ly hình đâu lâu nhìn có không khí Hallowen ghê.
Nước sắn dây 22k/ly: ngon, dễ uống vì mình uống loại này được.
Chanh muối đường 22k/ly: ngon uống vừa.",Thủy Trần
ABMA Nem Nướng Làng Chài Nha Trang - 15/2 Đoàn Như Hài,https://www.foody.vn/ho-chi-minh/abma-nem-nuong-lang-chai-nha-trang,8.0,"Mỗi lần tới quán là ăn no căng bụng luôn, món nào cũng ngon hết, nem nướng ngon, bánh tráng chiên giòn, đồ cuốn với nem cũng đầy đủ và sạch sẽ, nước chấm nem cũng ngon tuyệt. Chả cá chiên ăn riêng đã ngon rồi nhưng kẹo cùng bánh mì còn ngon hơn nữa. Quán có bán riêng chả cá, các loại rau sạch đà lạt, nem chua và các loại chanh tắc muối pha với nước uống rất ngon và mát. Bún nem nướng 1 tô ú ụ, 1 người ăn là no căng, ai ăn ít chắc phải 2 ng ăn mới hết. Với mấy món nóng như bánh mì và chả chiên mng nên ăn liền lúc còn nóng sẽ ngon và giòn hơn 😊. Kể cả tỏi ăn kèm với nem cũng là loại tỏi xịn đó nha, ớt cũng ớt xanh, ớt hiểm nên ăn rất thơm, quán nhỏ nhưng trang trí cũng dễ thương lắm, k gây cảm giác chật chội. Hẻm cũng khá lớn nên dễ tìm, oto vào đc luôn nên mưa gió cũng k sợ. Chủ quán thì nhiệt tình dễ thương, nhân viên phục vụ tốt, nhanh nhẹn. Thích đồ ăn của quán lắm nên nếu hôm nào ko đi ra quán đc thì mình hay gọi delivery giao tới nhà ăn. Đã giới thiệu cho nhiều bạn của mình tới ăn và sẽ ủng hộ quán dài dài 👍👍👍",Rose Babie
ABMA Nem Nướng Làng Chài Nha Trang - 15/2 Đoàn Như Hài,https://www.foody.vn/ho-chi-minh/abma-nem-nuong-lang-chai-nha-trang,5.0,"Món ăn ngon, nước chấm ngon

Nhưng, không biết mình có nhìn nhầm không, nhưng tình cờ thấy bạn nhân viên đổ dầu vào để chiên chả cốm, dầu ăn QUÁ ĐEN, mong quán hãy khắc phục tình trạng này!!!! thấy xong làm mình bị nhợn....",Diệp Quỳnh
ABMA Nem Nướng Làng Chài Nha Trang - 15/2 Đoàn Như Hài,https://www.foody.vn/ho-chi-minh/abma-nem-nuong-lang-chai-nha-trang,6.0,"Ăn bên chi nhánh mới 15/2 không gian thoáng và sạch sẽ, nhân viên dễ thương nhưng phục vụ hơi chậm mặc dù quán lúc đó chỉ có một bàn của mình. 
Về phần nem thì mình thấy cũng ngon, nước chấm mới đầu ăn thì đặc biêt nhưng ăn nhiều sẽ ngán, vì vị của nó nhạt nhạt béo béo k đậm đà, quán có cho thêm một chén nước mắm làm cho khách đổi vị nhưng nước mắm lại bị mặn, k chua cũng k ngọt, k hợp khẩu vị mình. Quán nên trang bị thêm ớt băm sẵn, chứ đưa nguyên trái ngại quá :)
Về giá thì không rẻ đâu, một phần 55k có chút xíu àh, ăn một ngươi còn chưa no nữa, nên chỉ ghé ăn chơi thôi chứ về mình còn phải ăn thêm món khác.",Moon August
ABMA Nem Nướng Làng Chài Nha Trang - 15/2 Đoàn Như Hài,https://www.foody.vn/ho-chi-minh/abma-nem-nuong-lang-chai-nha-trang,6.2,"Trưa nay mới ghé ăn, quán trông sạch sẽ, thoáng mát.
Mình gọi 2 phần, 55k/1 phần, trà đá miễn phí.
Phần 2 người ăn mà bún ít như 1 ng ăn vậy, nước chấm nhạt với ít xin thêm lại tính thêm tiền nước chấm :)) rất ghét điểm này! 
Còn lại mọi thứ ăn ok",Thúy Nguyễn
Bún Bò Huế O Tâm,https://www.foody.vn/ho-chi-minh/bun-bo-hue-o-tam,8.8,"Ngon không p bàn cãi, hương vị đậm đà hơn nhiều quán mình từng ăn. Nc chung ngon nè, nên ăn nha",Khoa Ngô Huỳnh
Bún Bò Huế O Tâm,https://www.foody.vn/ho-chi-minh/bun-bo-hue-o-tam,10.0,"Great ! This is the best dish I have ever eaten. Bun in Hue Beef Noodles shop O Tam is a big noodle. The broth is sweet and fragrant with beef because the broth is taken from beef broth. According to the taste of each person can add a few spices like lemon, fish sauce, sugar and especially satay. Bun in the restaurant is eaten with ribs, beef, lean meat, crab rolls. And to eat more delicious and attractive, I also eat more banana vegetables, spinach and bean sprouts. When I came to this restaurant to enjoy, I could understand why people said that Hue beef noodle soup was called ""nationality and nationality"". I really want everyone to know about this restaurant and come here to enjoy it at least once in their life.",Như Quỳnh
Bún Bò Huế O Tâm,https://www.foody.vn/ho-chi-minh/bun-bo-hue-o-tam,8.4,"Theo mình biết thì quán bán lâu lắm rồi cũng khoảng 40 năm rồi mẹ mình nói vậy , từ đó giờ mình cũng chỉ ăn quán đây thôi mấy quán khác ăn thì vị ko bằng đặt biệt ớt xa tế ở quán siêu cay bạn nào mới ăn thì nêm vừa thôi , nước lèo thì thơm ngon nghe mùi mắm ruốc huế , thịt bò là bắp bò nên rất mềm , gân bò ở đây ăn rất đậm đà còn giò heo thì hầm vừa ăn ... dẫn bạn bè tới ăn thì khen tới tấp",Thành Long
Bún Bò Huế O Tâm,https://www.foody.vn/ho-chi-minh/bun-bo-hue-o-tam,7.2,"Bún bò o tâm siêu ngon, cô chủ rất là dễ thương và thân thiện",Foodee_6mmkimfr
Bún Bò Huế O Tâm,https://www.foody.vn/ho-chi-minh/bun-bo-hue-o-tam,10.0,"Búun Bò OTâm rất rất là ngon cả mhà yêu mến oiiiiiiiiii. Và cô chủ OTâm thật là dễ thương ,hiểu ý từng sở thích của khách.rất mong cả nhà đế ủng hộ !!!!",Salon Vinh Hair
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,5.0,Giao cơm đậu bị thiêu,Huỳnh NY
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,6.4,"Đặt hai phần cơm sườn chả ốp-la và cơm bì chả ốp-la.
Giao tới nóng hổi đồ chua và nước mắm đi kèm đầy đủ. Hạt cơm tơi không bị Sượng miếng sườn dày dặn ướp vừa ăn không bị khô và không bị cháy. Bì khá nhiều thịt không bị mỡ nhiều. Nhưng miếng chả thì khá bé và cũng không có gì đặc sắc. Trước Mình đặt miếng sườn to lần hai thì thấy miếng sườn nhỏ đi nhiều, hết đồ chua hoi buồn .Chất lượng thì vẫn ổn định nhưng với giá này thì có nhiều sự lựa chọn hơn",Tee Tee
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,1.0,"Bình thường mình mua về ăn 38k phần cơm sườn. hôm nay mình đi ăn với bạn 2 phần sườn trúng thì tính 110k. mình thấy kì nên mới hỏi lại ủa sườn bt 38k, trứng 17k hả thì bà đó mới nói trứng 15k còn mắc hơn shopee 3k. đó giờ t mới ăn một chỗ tính 1 quả trứng 15k mắc hơn mua đem về nữa . ăn ở đây hỏi giá trước coi chừng bị chém đẹp chém kiểu mất dạy",Lemontreee
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,4.8,**Chị ơi hoi trưa e có thanh toán 2 phần cơm qua ví mà chị nói nhận chưa đc đó bây h nhận đc chưa chị ***,Foodee_Ae0cdbc3
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,1.0,"Cơm nhão , đóng cục nuốt ko vô luôn đó . Review cho dữ , ăn ko ra cái gì !",Hi Hi
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,6.6,"Vào ăn do đi ngang qua thấy quán khá đông (khu này hàng quán cũng nhiều). Nói chung sv chất lượng thì giá hơi cao. Mình ăn cơm tấm sườn bì chả 60k, chả khá to. Về độ ngon thì same so vs các quán đã ăn. Vị trí tốt, không gian được, dịch vụ được. Giá tầm 4-50 là vừa",Lemon Tree
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.6,"Mình gọi giao qua now
Cảm nhận đầu tiên là miếng sườn rất to, như trong hình là chiếm hết bề mặt hộp xốp
Sườn không bị khô, hơi dai, có dính tí xương
Cơm khá nhiều, so với mức giá thì khá rẻ , cơm không bị nhão, chắc do hên chăng
Đồ ăn kèm có 1 ít đồ chua",Duc Anh Hoang
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,1.0,"Trưa ghé mua hộp cơm mà nuốt ko nổi luôn , ko phải gạo tấm nha mọi người ! Cơm nhão nhẹt ah , sườn nướng đen và khô ! Ko ăn được nữa , tạm biệt !",Nguyen Ngoc
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.0,"Mình đặt 1 hộp cơm tấm ba rọi chiên sả + chả trứng hấp hết 60k. Tuy giá không phải rẻ nhưng chất lượng tương đương nên chấp nhận đc . Thịt heo ít mỡ, , bên ngoài giòn mà bên trong khôg bị khô ,lại nhiều nữa . Chả trứg cũng không bị khô , lại có trứng muối 😌
Có cái là nc mắm hơi ít so với cơm, dù mình là ng ăn nhạt và đã dặn quán lấy ít cơm, mà vẫn thấy cơm quá trời luôn.",Mei
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.2,"Cơm thơm và tơi, miếng thịt to người ăn ít sẽ ăn không hết 1 miếng thịt. Nước mắm hơi ngọt vì khẩu vị mình không hảo ngọt. Nói chung khi thèm cơm tấm thì mình đc bạn bè chỉ mỗi chỗ này thôi. 1 hộp cơm 45k đáng đồng tiền vì ăn đủ no .",Cherrynguyen9803
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,8.8,"Đã từng ăn và rv ở đây 1 lần ròi
Trưa đói quá lên Now order 1 phần cơm sườn ăn lại thế nào
Thề là sườn cực mềm, ướp cực thấm vị, niềng răng như mình còn ăn cảm thấy nhẹ nhàng nhen
Sườn bản to ăn lòi bản họng, cơm còn nhiều nữa, 1h 1 ng ăn, ăn xong lăn ra thở vì quá no
Phàn cơm sườn hình như chỉ 40k mà cực chất lượng, chỉ có điều mắm hơi ngọt ko ngon lắm còn lại mọi thứ đều rất oke nha. Mình order qua Now giao liền 15’ :)))",Tiny
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,4.8,Đc người quen giới thiệu nhưng quá sức thất vọng mình order 2 phần mang về thì phần sườn của mình ko những ko bỏ bì mà còn là loại cơm cũ hấp lại cứng và dính cục lại vs nhau nước mắm thì ko bỏ ớt theo kèm sườn thì cũng tạm dc,Trần Kiện
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.6,"Cơm tấm này ba mẹ mình mê lắm , nhất là món canh khổ qua nhồi thịt nên thử nha . Mình thì thích cơm gà chiên ở đây , mẹ hay mua về xong chia ra 2 mẹ con ăn lắm (tại 2 mẹ con ăn ít cực kỳ 😬) . Quán có thể mua trên Now Food cho tiện vì quán đông người mua mang về hơn , mấy bàn ngồi lại hơi eo hẹp và tối thì có vài bàn vỉa hè (bên đây ngồi vỉa hè cũng nguy hiểm lắm nên mình khuyên order nha 🙄) !!",Dân Bích Chương
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,6.0,"Mình order 1 hộp cơm sườn, ấn tượng đầu tiên là sườn to, nhiều. Nhưng cắn vào thì thấy thịt bị hôi và còn được tẩm ướp rất nhiều :(( bỏ thì tiếc mà ráng ăn thì đau bụng :((",Anh Thư
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.8,"Hộp cơm gà này mình được mẹ mua mang về nên không có không gian đâu 😂 (à mà quán nếu ngồu trong nhà hơi ngộp , có vài bàn nhựa vỉa hè) . Quán này lâu nắm lắm , khá có tiếng nên đôi khi phục vụ gây khó chịu cho khách hàng (kiểu gia đình tự bán) . Ăn từ hồi còn bé tí 5-6 tuổi đến giờ luôn . Hộp cơm gà 30k . Cơm tấm ăn kèm nên có bịch nước mắm . Chả với sườn ở quán cũng ngon lắm . Chưa kể canh khổ qua dồn thịt ở đây cũng chuẩn !!",Dân Bích Chương
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.6,"Nhìn hộp này ko nghĩ là 55k luôn quá xá nhiều no bể bụng luôn. Từ ngày bt ở đây đặt suốt, sườn ướp vừa ăn, nhất là chả hấp có trứng muối ăn rất đã",Nguyễn Minh
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,6.4,"Tối tự nhiên thấy đói, bèn lên Now order về 1 cơm sườn, mà miếng sườn to hơn cái mặt mình nữa tèn ưi, sườn vừa nạc vừa mỡ nên ăn rất ngon luôn, không quá cứng cũng mềm ăn kèm với dưa chua là số dzách. Nước mắm không cay có luôn nha, chang lên miếng sườn thơm nức mũi luônn",P Ặ C
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,8.0,"Điều đầu tiên mình thấy chính là miếng sườn siêu toa khổng lồ luôn kí chế ưi! Mình ăn cơm tấm sườn bì thui mà ăn miếng sườn là xác định no luôn á, chả cũng ngon vừa mềm vừa sựt sựt chắc do có sợi hủ tiếu, nước mắm ăn kèm không cay cao vị ngọt, phần của mình chỉ 40k thui mà mình no nê cả buổi chiều, sẽ ăn lại rất ngon luôn á",P Ặ C
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,8.2,"Cơm tấm sườn bì chả 
Miếng thịt to che hết cả hộp cơm,ướp thấm, mềm nhưng ko bị bã nhé
Bì & chả hấp ngon không kém 
Nước mắm vừa ăn luôn
Các bạn nữa ăn ít nên phần này chia làm 2 cũng được :))) 
Lần trước gọi có cho canh nhưng đợt này mình gọi thì không có :))",Vy Thanh
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.0,"Cơm tấm ngon - rẻ ngon gần quận 1.

Mấy hàng mọi người recommend cho mình đều xa mà không có thời gian chạy ra ăn. Đúng hôm dở hơi đi gội đầu, vừa ngồi lên taxi thì trời mưa. Lất phất, se se lại thèm chút cơm nóng. Hỏi luôn anh tài xế, được anh chỉ cho quán này ăn ngon mà rẻ.

Và đúng như lời giới thiệu, lúc đĩa cơm bưng ra miếng sườn bự chà bá gần bằng mặt mình. Ba đứa kêu 3 dĩa khác nhau, 1 đứa ốp la chả hấp 24k, 1 đứa sườn chả hấp 38k & đứa còn lại kêu sà bì chưởng 48k thêm ly sâm lạnh 5k, tổng 115k.

Cơm tơi, ráo hạt, lượng cơm vừa vặn. Miếng sườn che lấp cả cơm, tẩm ướp vừa miệng, thịt dắt mỡ mềm ẩm. Chả hấp thơm, mềm xốp, có xen chút thịt và trứng muối. Ốp la xém viền, trong vẫn còn lòng đào. Dưới chút mỡ hành và đồ chua, thêm chén mắm kẹo kẹo đưa cơm.

Không gian hơi nhỏ nhưng bàn ghế vệ sinh, muỗng nĩa sạch sẽ. Ăn ngon quá trời, thế là hôm sau lại tò tò ra mua về ăn, tiếc là ra hơi muộn hết chả hấp phải đổi sang trứng ốp la.",Hoả Tư Kỳ
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.4,"Từ chỗ mình ra đây hơi xa chút, vì cứ ngại qua cầu nên là nhắm mắt nhắm mũi cho anh taxi chở đi, may được tối lúc mưa lúc tạnh nên cũng mát mẻ. Phố này bé xíu chỉ đủ cho xe máy vào chứ oto chịu chết, thế là được hôm đội mưa chạy vào tìm quán ăn. Từ đầu phố đi vào không quá xa đâu dù nhìn số mấy trăm sợ hết hồn. Không gian cũng nhỏ nhỏ nhưng mấy nhà cạnh nhau đều là hàng này thôi ngồi đâu cũng được. Sàn nhà rất trơn mỡ không được sạch và lưu í đi lại nhẹ nhàng không trượt té.
Mình phải nói là SG gần như là quê hương thứ 2, năm nào cũng vào ít nhất 1 lần mà thú thực chưa bao giờ ăn cơm tấm ở SG ))) đùa tôi thấy mình tệ dã mãn, cứ phàm những món nghe ra rả phải ăn này nọ thì chả chịu ngó, cứ đi kiếm đồ ở đẩu ở đâu xong than thở.
Ở HN thì lúc nào cũng ăn combo đầy đủ nên đến đây cứ là câu khẩu hiệu sà bì chưởng thần thánh. Xuất cơm siêu đầy đặn có 1 tảng sườn chà bá thịt dày chứ không mỏng tang như vẫn ăn nhé, phải mượn kéo để cắt nhỏ cho dễ ăn chứ cũng chả thấy thái miếng gì cả; Chả trứng có trứng muối xịn lắm luôn, vị bùi béo đúng khác; ăn kèm bì lợn và dưa muối chấm chút mắm ngọt vào miệng dã man luôn.
Bạn tôi thì đứa chỉ ăn thịt, đứa gọi full trứng nên lại được thêm 1 miếng ốp la to, rút cục bị no đến nửa đêm không ngủ nổi hự hự.",Ly Cần
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.6,"Chỉ điểm toạ độ CƠM TẤM SƯỜN BÌ CHẢ ỐP LA MỠ HÀNH hot nhất nhì Q4‼️
--------
Đọc cái cap nghe là hoảng hồn liền hen :)) Nói nghe dạo này cơm tấm ở đây nổi lắm nghen, hông chỉ vì dĩa cơm siêu hấp dẫn mà quầy topping cực đủ đầy.
Không chỉ có sườn bì chả trứng mà còn có thịt kho trứng, lạp xưởng, chả cá, sườn cây... ui đúng kiểu thèm gì có đó :)) mình vấn trung thành với dĩa cơm sườn chả ốp la, miếng sườn chà bá chỉ thua sườn của cơm tấm 3 Ghiền chút xíu, miếng chả to có thêm xíu trứng muối nữa, trứng muối có cho vui thôi nhen, trứng ốp la rán giòn vành mà lòng đỏ vẫn còn lòng đào chảy chảy :)) mỡ hành cho không tiếc luôn nha, ai muốn ăn nữa thì xin thêm nhe :)) nước mắm vừa vặn chan vào thêm đậm đà ăn khá ổn đó. Túm lại dĩa này 44k mà topping lấp đầy không thấy cơm ăn xứng đáng đồng tiền, so với mình thì hơi nhiều :)) Nằm ngay trên con đường Đoàn Văn Bơ, chỗ ngồi hơi nhỏ nhưng khá đông khách nhen, lên đồ ăn khá nhanh nên không phải đợi lâu đâu nè -------
🌟Đánh giá: 4/5🌟
📍Cơm Tấm Mai, 129 Đoàn Văn Bơ, P.12, Q4
💸28 -66k
⏰11:30 - 24h",Tiny
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,8.2,"Cũng ăn khá nhiều chỗ cơm tấm và nghe danh ở đây lâu rồi. Nhân có mã 60k đặt đồ ăn qua shopee nên đặt ăn thử, mở hộp cơm bị choáng thật sự, miếng sườn cbe hết cả hộp, đúng kiểu thịt nướng than, ướp ngon, thịt ko bị khô, mình ăn ko hết để tủ lạnh, tối về hâm lại mà ăn vẫn ngon như thường, ko bị khô tí nào, nướng mắm cũng ngon nữa. 1 hộp 28k giá bth cũng ko mắc hoàn toàn xứng đáng chất lượng 🤗❤❤❤",JennyJask
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.0,"miếng sườn ở đây bự thật,dày nữa😂 cơm tấm không quá khô, sườn ướp vị ăn ổn, cơm sườn không thế gọi là ngon nhưng với giá 28k thì cũng là chất lượng rồi, mong quán cho thêm canh .Dĩ nhiên sẽ quay lại vì miếng sườn :)))",Uyên
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,8.0,"Quán cơm tấm đông đúc nhất đường Đoàn Văn Bơ. Trưng bày đồ ăn tấp nập nhìn đã con mắt luôn nè. Miếng sườn to cũng ngang ngửa với Ba Ghiền nghen, thịt ướp đậm đà lắm. Công nhận là ngon và rẻ. Ăn 1 hộp mà xỉu lên xỉu xuống. Quán bán tới gần 1 giờ sáng nha.",Rosie Rosie
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,10.0,Cứ thèm cơm tấm là chỉ ăn đc mỗi chỗ này thôi. Bán lâu năm lắm rồi. Cô chủ bảo 40 năm. Cơm bán từ 11:00AM đến 12:00PM khuya. Miếng sườn to và dày cực. Nước mắm cũng ngon. Ăn rồi chỉ muốn mua về thêm. Có khi khuya chạy ra mua xong bỏ tủ lạnh sáng ăn rồi đi học nữa.,Lotie Huynh
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,6.8,"Quán này ăn rất ngon, xem như là ngon nhất Q4. Quán này ăn từ xưa đến giờ. Giá cũng như mấy quán cơm khác.",Minh Tiến Hồ
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,6.0,"Mình hôm nay đặt 1 phần cơm tấm sườn chả. Giao hàng khá nhanh, miếng sườn bự chà bá luôn, thịt nêm gia vị khá vừa miệng, không bị cháy, chả trứng có lòng đỏ trứng muối, ăn ngon cực. Với giá hơn 40k thì quá ổn cho 1 bữa ăn rồi. Chỉ là mong quán sau này có bán phần đồ ăn riêng nữa chứ muốn đặt thức ăn thêm mà ko được.",Nhi Ng
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,5.0,"Vì nhiều lần đi ngang đây thấy quán đông, có nhiều người đến ăn và mua mang về tấp nập quá, lên foody thì thấy các bạn khen nên mình mới chạy qua thử.
Ngàn năm mới đi ăn cơm tấm một lần (bản thân mình ko thích ăn nhiều tinh bột) được bữa nay thèm thèm cơm tấm nên gọi 1 dĩa siêu đặc biệt 😂

Cơm tấm sườn non - bì - chả - xíu mại (đây là những món mình nhìn thấy ngon ở quán nên gọi ra thử)
💲Giá là 66k
- Sườn non chiên (hix cứ nghĩ sườn non nướng mới gọi ai ngờ chiên nên cá nhân mình ko thích) tuy nhiên miếng sườn cũng mềm ko bị khô
- Bì thì cũng như mọi quán
- Chả thì cũng vậy y như mấy quán khác, có vài miếng thì có thêm trứng muối
- Xíu mại thì bị khô, ko đc ngon như bề ngoài

Túm lại là cũng tàm tạm bình thường, không ngon lắm cũng không dở :))
Chắc do kì vọng nhiều quá ăn thấy bình thường nên hơi thất vọng tí xíu :))
Khu này khá phức tạp nên chắc sẽ hạn chế lui tới
P/s: Ăn dĩa này xong về đi gym đốt cho hết calo :v",Chan Choo
Cơm Tấm Mai - Đoàn Văn Bơ,https://www.foody.vn/ho-chi-minh/com-tam-mai-doan-van-bo,7.2,"Ghé quán một dịp tình cờ, khi đi ngang qua thấy quán rất đông. Sườn và chả trong quầy chất như núi, khách mua thì đứng chờ nhưng có vẻ được phục vụ rất nhanh. Hai vợ chồng vào ăn thử. 1 sườn bì chả và 1 sườn trứng. Sườn ướp rất vừa ăn, nước mắm pha cũng vừa. Không gian quán hơi nhỏ cho nên mua về ăn chắc là lựa chọn tốt nhất cho thực khách. Canh khổ qua của quán bán rất đắt hàng, chắc dịp sau sẽ thử. 1 món khác nhìn cũng vô cùng ngon mắt đó là ba rọi chiên. Có dịp chắc sẽ thử hết.

Vì hơi vội nên không có hình chụp lại. Nói chung rất vừa lòng và sẽ còn ghé lại. Các bạn đi từ hướng quận 1 qua cầu Calmete, xuống băng qua ngã tư Hoàng Diệu - Đoàn Văn Bơ, qua đèn đỏ chừng chục mét bên tay trái sẽ thấy quán 129. Gần đó cũng có rất nhiều quán cơm tấm nên coi chừng lầm nếu muốn trải nghiệm quán này.",Zic Zac
