ten_quan,url_goc,diem,noi_dung,user
Hue Delights 3 - Ẩm Thực Huế - TTTM Takashimaya,https://www.foody.vn/ho-chi-minh/hue-delights-3-tttm-takashimaya,6.2,"Trưa nay (21/10) mình và bạn có ghé quán ăn. Đây là lần đầu ghé quán.
Hai đứa gọi cùng một món là miến xào cua 135k. Giá chưa bao gồm thuế. Tổng tiền khi thanh toán là 303.600 đồng. Mình cảm thấy giá hơi đắc. Không biết giá ở Takashimaya cao là do mặt bằng hay giá niêm yết của quán đã như vậy.
Mình thanh toán bằng thẻ visa. Nhân viên có hỏi mình là có thẻ thành viên taka hay không. Mình nói không có. 
Ban đầu mình gọi mì xào giòn hải sản. Sau đó, nhân viên liên lạc với với nhà bếp xong thì báo là hết mì xào giòn rồi, hỏi ăn mì xào mềm được không. Mình chọn lại miến xào cua giống như bạn của mình.
Lúc vào quán là cỡ 3g30 nhưng không có ai, dù xung quanh các quán khác khá đông. Lúc sắp về thì có thêm 3 người vào.
Vị miến xào cua cũng được nhưng mùi cua ban đầu cảm thấy hơi nồng.
Không gian quán nhỏ nhưng lau chùi gọn sạch sẽ.",Trương QuốC CườNg
Hue Delights 3 - Ẩm Thực Huế - TTTM Takashimaya,https://www.foody.vn/ho-chi-minh/hue-delights-3-tttm-takashimaya,8.0,"Mình và bạn mình khá thích nơi này. Đặc biệt thấy gỏi khoai môn ngon, sợi khoai mảnh chiên giòn ăn khá lạ miệng và ngon. Lẩu vừa ăn ngon ngọt. Nói chung thích",Sky Smile
Hue Delights 3 - Ẩm Thực Huế - TTTM Takashimaya,https://www.foody.vn/ho-chi-minh/hue-delights-3-tttm-takashimaya,5.0,"Ghé ăn trưa , quán khá đông - Gọi món bún bắp bò chả cua và mì xào hải sản . Bún 1 tô khá nhiều , ăn cũng được - Mì xào mềm hải sản không ngon , quá cay , rau nhiều mà hải sản ít quá măc so với giá -",Lotus Bloom
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,7.2,"Hội An Authentic Cuisine 💋 mình mua trên deli cơm lòng gà xào trứng non (55k) với cơm đùi gà (90k) nếu ko có code chắc ko mua đâu 🤣 code vô thì rẻ 😍
Giao tới cầm vô muốn phỏng tay, cơm nóng vậy luôn
KHÔNG CHO MUỖNG ĐŨA GÌ HẾT
Cơm ngon , tơi khô ko nhão nhưng cũng ko quá khô. Gà ăn được , lòng gà trứng non cũng ngon nốt . Chỉ có điểm trừ duy nhất là ko giao muỗng đũa ngoài ra cái gì cũng ok. Quán nên cẩn thận vấn đề muỗng đũa hơn nhé",Tram Le
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,5.0,Oder Mì quảng nhưng k có nước lèo ăn kèm?,Trinhlb148
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,9.6,"Mình ngồi ở tầng 2 nhìn xuống view Bùi Viện Đề Thám đẹp bá cháy. 
Mì quảng ngon nhưng cần đậm đà hơn xíu cho đúng vị Hội An
Ăn xong được nhận quà thì không gì thích bằng :)",Giang N
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,1.0,Tôi phải vô viết thêm cmt nữa để cảnh báo mọi người đừng như tôi vì giảm giá mà mua về phần ăn quá tệ. Up lại hình 1 lần nữa để minh chứng cho phần cơm gà xé HÀNH CÒN NHIỀU VÀ CỌNG TO HƠN GÀ,THAO TRAN THU
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,2.6,"Cơm khô như cơm nguội vòn cục, thịt gà ko cứng, cơm gà xé đc vài miếng gà mỏng dính, dù đã mua khuyễn mãi nhưng CHẤT LƯỢNG KO XỨNG VỚI GIÁ KHUYẾN MÃI. Không bao giờ mua lại. ĐỒ ĂN DỞ, ÍT MÀ GIÁ THÌ MẮC.!!! QUÁ TỆ. Hình anbr phần gà xé, có thể đếm đc bao nhiêu miếng gà luôn. Gà còn nhiều hơn hành",THAO TRAN THU
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,6.0,"Mình order cao lầu và mì quảng, nhìn thì ok sạch sẽ, nhưng món ăn thì chưa được ngon lắm",Ly
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,9.4,Sometimes I crave for Mi Quang and this is my fave place (eaten thrice). Finally had the com ga and it's amazing! Delivery was prompt and packed and delivered perfectly. My mouth is tingling with the awesome spicy chili while I'm typing this. Love love love!!,Far And Lewis Ftwr
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,6.0,"Khi cái tên là Authentic Hội An Cuisine thì mình expect được ăn lại mùi vị cao lầu như tại Hội An mỗi lần mình đến đó chơi (đậm đà, ngọt ngọt, mặn mặn). Hôm nay mình đặt cao lầu từ quán, đây là lần đầu tiên mình ăn đồ ăn của quán, ấn tượng đầu tiên khi nhận được đồ ăn từ anh giao hàng là quán đóng hộp đồ ăn và nước rất gọn gàng, đẹp đẽ. Tuy nhiên, bịch đá đi kèm với ly nước thì bị chảy nên nước rơi vãi ra sàn nhà thì quán nên lưu ý cách đóng gói khi giao hàng nhé. Về phần khẩu vị thì mới thật sự đáng thất vọng:
1) nước sốt cực kỳ mặn và thiếu vị ngọt của ẩm thực miền Trung
2) nước sốt mặn nhưng lại không đậm đà; có nghĩa là khi không bỏ bịch nước tương vào thì bịch sốt kia không sẽ không đủ cho nguyên hộp cao lầu; nhưg cho dù đã cho thêm cả bịch nước tương vào rồi thì nguyên hộp cao lầu lại bị mùi nước tương lấn át và chả còn gì giống với ăn cao lầu nữa. Mà đây là mình còn chưa cho rau sống vào ăn cùng chứ không thì chả còn tý vị gì mất. Nói chung là lần sau quán lưu ý cho thêm phần sốt cao lầu sao cho hợp lý nhé.",Mary Nguyen
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,9.0,"Order vào ngày cuối của khuyến mại, thấy hến xúc bánh đa và cơm lòng gà xào ăn rất vừa miệng",Mim Mim
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,7.0,"Thường buổi trưa mình hay ra ngoài ăn cơm văn phòng cho đỡ tốn tiền :)) tự dưng trưa đấy lại lười đi ra ngoài thì dạo dạo trên now thì thấy có quán này bán đồ Hội An thấy cũng khá ổn, vì do hồi đó đi Hội An thì ăn đồ Hội An thấy rất ngon: cao lầu, cơm gà,... vị rất đậm đà. Order chung với hội bạn món cơm gà xé ăn thử thế nào, thì thấy món này ăn cũng khá ok, ko giống vị so với đợt hồi đi ăn với Hội An cho lắm nhưng cũng gần giống :)) nói chung mình recommend quán này cho mấy bạn muốn thưởng thức hương vị Hội An ở đất SG này. Dịch vụ giao đồ ăn Now khá nhanh, tầm 30p là mình nhận được hết và đồ ăn thì chỉ còn hơi ấm chứ ko còn được nóng, nên khắc phục phần này.",Minh Trần
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,9.8,"Nước ngon, đồ ăn ổn. Mình đặt món vài lần, thấy ổn nên đến ăn thử trực tiếp tại quán. Đến mới biết quán có khuyến mãi giờ vàng hằng ngày, mua 1 món ăn tặng 1 món nước. 
Nước: Sinh tố và nước ép ở đây có nhiều công thức mix rất ngon, giá khá chát, 55-60k/ly, nhưng với mặt tiền khu Bùi Viện thế này thì là rẻ nhất rồi ấy, mà còn free khi gọi đồ ăn nữa. Mình gọi ly Tumeric Sunrise và Socola sữa dừa, ngon và lạ.
Thức ăn: đồ ăn phải gọi là nhiều, rẻ so với mặt bằng chung q1. Cao Lầu hơi lạ, ko dễ ăn. Mì Quảng ngon, đúng kiểu miền Trung, ít nước, đậm đà.
Quán trang trí gần gũi, nhiều bức vẽ Hội An rất đẹp. Nhân viên nhiệt tình, thân thiện.

Điểm trừ duy nhất là quán nằm tầng trên của pub, buổi tối đến ăn nên hơi ồn ào. ko phù hợp với concept Hội An lắm",Ngọc Hân Nguyễn
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,3.4,"Cơm gà thì ổn nhưng mì Quảng thì quá tệ cho cái giá 55k. Nhiều bánh, gà đc 4 miếng vụn toàn xương, gặm ko đc 1 miếng thịt nào cho ra hồn, đã vậy còn xương dăm trộn vào mì ăn rất khó chịu, nước lèo quá cay. Nói chung là 1 tô mì quảng tệ quá tệ.",Phuong Linh
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,3.0,"Mình oder về 2 phần mì quảng và 1 hộp trứng non xào lòng gà. 
Nói chung mì quảng vị không ngon chút nào mặc dù mình rất đói. Mìn ghi chú là mì chỉ lấy gà. Vậy mà về mở ra là phần thập cẩm, trứng non xào lòng gà tạm ổn.",Trà My
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,8.0,"Quán nằm trên 1 cái pub hay cafe đèn mờ nhạc xập xình gì đó, nên đi grab hay gửi xe hay đi 1 chiếc cho rẻ chứ mình gửi xe ngay rạp Công Nhân tận 20k/ chiếc. Mình ăn món Mì Quảng, chỗ này lạ cái là không gian Hội An phố cổ mà về đêm nên âm thanh của đô thành nhộn nhịp :)) menu cũng có sự lựa chọn, đa phần món miền Trung, ăn ok. Trà đá 7k/ ly, đậm trà. Nên đặt qua NOW để được giảm 40% cho tiết kiệm.",Ngọc Hạnh Cao
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,9.2,"Mình order 2 phần cơm đùi gà và cơm lòng gà xào trứng non để ăn.
Giá khuyến mãi rẻ, đồ ăn ngon.

Cơm đùi: đùi không nhiều thịt lắm nhưng thịt gà ta thơm
Cơm lòng: Ngon, ăn chung với nước sốt đậm đà.

Hộp đẹp, sạch sẽ.",Giang N
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,4.8,"Mình order qua now 1 phần mì quảng và 1 phần cao lầu. Phần cao lầu 55k mà có 4 miếng thịt mỏng, nửa nắm tay mì và 1 nhúm giá bé tí lót ở đáy. Mì ko chín đều, có mấy cọng còn cứng. May mà cho 1 bao ni lông rau cải các loại to bằng bàn tay nên còn tạm tạm no. Mình chưa ra hội an nên không biết quán làm authentic như thế nào nhưng ăn ko có gì đặc sắc. Phần mì quảng cũng tình trạng đó. Túm lại chắc chỉ là món ăn chơi. Chứ 55k thì ăn quán khác no hơn.",Anh Ho
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,6.2,"Mình order Delivery 1 phần cơm gà xé + 1 phần lòng xào trứng gà non. Lúc nhận được thì ko thấy thìa hay đũa đi kèm nên khá mất hứng. Về món ăn thì cơm hơi bị nhão, mình thik cơm gà Hội An vì độ tơi của cơm nhưng thật sự cơm này ăn như xôi 😑 lòng gà xào khá ngon. Nói chung là so với giá thì mình thấy chưa xứng, nếu ko có deal giảm thì mình sẽ ko order.",Hương Hoàng
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,8.4,"mình đặt giao hàng tận nơi, cách có hơn 3km thôi mà shipper giao chậm, giao qua nguội ngắt hết rồi. đồ ăn đóng hộp cẩn thận sạch sẽ, trong order mình đặt 2 phần thịt luộc mắm nêm tiệm xếp giao qua đầy đủ hết thiếu mỗi thịt ., sđt niêm yết gọi thì thuê bao, làm phải lên fanpage phàn nàn. các bạn giải quyết khá nhanh, chấp nhận đc.
mực khô chà bông ngon, sụn gà ngon, bò ngon, rau tươi. tiệm nêm nếm vừa miệng ko bị mặn quá, rất dễ ăn. may là đồ ăn ngon coi như chờ cũng đáng.
giá cả tương đối cao nhưng xứng với chất lượng.",Nguyễn Thuý Bắc
Authentic Hội An Cuisine,https://www.foody.vn/ho-chi-minh/authentic-hoi-an-cuisine,6.8,"Bữa Delivery giảm 50% nên order về ăn trưa mì quảng và cơm gà xé. Hình thức duyệt nè: sạch, đóng gói cẩn thận, nhìn cũng đẹp mắt, lại cũng đầy đặn nữa. Có điều quán nêm nếm hơi bị nhạt, bạn mình ăn mì và mình ăn cơm đều thấy vậy, tiếc gà hok có kèm muối tiêu chanh ăn sẽ thích hơn; cơm thì nói chung mình ăn thấy được còn mì quảng lạt lẽo quá nên bạn mình nó nói ko ưng lắm",Mai Trang
Cô Ba Thảo - Bánh Canh & Bún Chả Cá Nha Trang,https://www.foody.vn/ho-chi-minh/co-ba-thao-banh-canh-bun-cha-ca-nha-trang,9.2,"Quán ăn ngon, chuẩn vị nha trang, cô chủ dễ thương, quản sạch sẽ phục vụ nhanh",Lâm Nguyễn
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,8.0,"mình đặt 1 phần bánh hỏi thịt nướng than hoa 43k.
phần bánh hỏi rất bự, cầm nặng tay luôn, nhiều thịt nhiều bánh hỏi nhiều rau ăn thè lè lưỡi luôn.
mắm và thịt của tiệm ngọt kinh khủng nên chắc sẽ không phù hợp với mấy bạn không ăn ngọt như mình, nên cảm thấy không hợp khẩu vị mình lắm. tiệm có cho trái tắc nữa vắt vô mắm mới đỡ ngọt. thịt ướp sả, không biết có bỏ riềng ko mà cảm giác như ăn giả cầy phiên bản siêu ngọt. 
rau có xà lách, húng và giá trụng
giá ok, phần ăn nhiều đóng hộp sạch sẽ.",Nguyễn Thuý Bắc
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,8.8,Bt mình lười up feedback lắm.. nhưng quán này đáng để bỏ 1 click ra ủng hộ nhé 😌...,Vũ Yuan
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,7.0,"Quán nằm ở vị trí khá là khó tìm. Thấy review rất tốt nên mình ăn thử. Quán có ưu điểm là ít khách, yên tĩnh và rất sạch sẽ, lịch sự, chu đáo. Tuy nhiên mình thấy chất lượng món ăn cũng bình thường, không ngon lắm, có lẽ nấu theo khẩu vị miền trung nên mình thấy không vừa miệng cho lắm.",Ho Nguyen
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,8.0,Quán nằm khuất trong hẻm nên rất là yên tĩnh. Thêm cái không gian hoài cổ nữa như được trở về thời xưa. Bánh hỏi thịt nướng thì ăn nhiều rồi nên mình chọn bánh hỏi chấy tôm cho lạ. Đã được đọc review trước khi đến quán rồi mà ko ngờ là 1 phần ăn ở đây to thiệt! Mình chỉ nhắm ăn chơi thôi mà ko ngờ ở đây làm nhiều quá nên thành ra no lun :v Món ăn rất ngon cả nước mắm nữa. Mình có kêu thêm cafe cốt dừa nhưng ko thấy ấn tượng lắm. Nhưng điều mình thích là quán xài ống hút kim loại và khi đem ra cùng với muỗng đũa để ăn bánh hỏi thì tất cả được đựng trong ly nước nóng để tiệt trùng.,Nga Trần
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,8.2,"Cảm nhận thực sự khi ăn bánh hỏi thịt nướng ở Nâu Saigon là thịt mềm lắm , lại còn nhiều nữa , phần là 2 người ăn ít ít cũng gần như no đó chứ giỡn 😬 Quán này trong hẻm cũng gần chỗ làm cũ nên mấy anh chị cứ rủ rê đi qua quán ăn trưa . Không gian bình dị như nhà cổ vậy , bàn ghế đơn sơ mà đông khách quá thì sợ hổng đủ chỗ ngồi nên có thể đặt qua Now Food nha . Được cái muỗng đũa đến tách uống trà rất vintage thời ông bà anh 💓 Nước mắm vừa ăn với phần bánh hỏi , có thịt tôm băm phủ phía trên nữa . Quán cũng có bán nước uống nghen !!",Dân Bích Chương
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,8.2,"Mình là đứa ghiền bánh hỏi. Vô tình biết chỗ này gần nhà nên ăn thử chứ k hy vọng gì. Ai dè hơn mong đợi, 1 phần no ứ ự- thịt mềm ướp vừa phải - bánh hỏi giống ở quê mình ăn nên thích. Đặc biệt ăn kèm nhiều rau bào ra 👌🏻👌🏻👌🏻
P/s: mình quá thích nên review chứ k nhận pr gì đâu!",Bảo Ngọc
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,8.6,"Không biết mọi người ăn nơi khác như thế nào, chứ tớ là tớ như bị bỏ thuốc nghiện, chả hiểu sao thích cực đồ ăn quán này ♥️♥️♥️
Nói về phần ăn thì đủ để no , có khi ăn không hết👍👍👍
Thịt , tôm và cả nước chấm có vị đặc trưng, thêm chút tắc vào nước chấm thì miễn bàn😊😊😊
Điều đặc biệt ở quán khác với những quán khác là tất cả muỗng ,đũa, ống hút... đều được ngâm nước sôi 😍😍😍
Nói chung đáng ăn vô cùng 👏👏👏",Lygary
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.4,"Một dĩa bánh hỏi đặc biệt khá là to nhé, tôm chấy ăn ngon, nước mắm cũng ngon nốt. 45k cho phần này. Quán sạch sẽ decor bằng tranh độc lạ, muỗng đũa được serve trong 1 ly nước nóng để khử trùng đảm bảo vệ sinh.",Rin Shinoda
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.6,"✅ Bún thịt nướng và bánh hỏi thịt nướng siêu nhiều, thịt mềm, ướp vừa phải rất ngon, chỉ có 35k ❤️❤️
🍹Trà tắc nha đam không quá chua, nhiều nha đam ❤️
💕 Quán sạch sẽ, muỗng đũa được đem ra trong ly nước sôi, đảm bảo vệ sinh 💯
✅Không gian nhỏ nhưng mát mẻ
✅địa chỉ dễ tìm",Thu Nguyen
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,10.0,"Hi mọi người,
Sau khi ăn xong và ăn rất ngon, ăn sạch sành sanh thì mình được chủ quán nhờ phát biểu cảm nghĩ và mình nói nó quá ngon bằng chứng là cái dĩa trong hình (không còn gì cho các bạn xem. Hiii). Mình nghe chị chủ quán nói là do bị 1 đánh giá xấu trên trang này nên nhờ review lại, thì sự thật là mình thấy not fair với quán. Cái bánh ướt mình ăn nó rất mềm, bọc trong đó có 1 xíu chấy tôm tươi để tăng vị đậm cho bánh miếng ăn mà không bị ngấy, rải thêm tôm chấy tươi tươi bên trên và thịt nướng, cái mình thích nhất khi ăn là mỗi miếng ăn nó điều có đủ bánh rau và thịt và tôm, không như kiểu ăn hết bánh rồi mới đến thịt, mà là khi nào hết bánh thì hết thịt hết rau. 
Nữa là, bạn cho rate thấp ơi, bạn không biết có đọc được cmt này của tui không nhưng mà món ăn là không có thứ gì gọi là ""kinh dị"" hết, có thể bạn ăn không ngon (nhưng mình thấy bạn ăn hết đó chứ, chỉ chừa mỗi rau mà) hay là bạn không thích hay là bạn đổ nhưng đừng dùng từ kinh dị, kinh dị nhất là không có gì để ăn kìa. Nhưng thực sự món này rất ngon, thật kinh dị khi có người nghĩ nó kinh dị.
Ok, viết hơi dài rồi. Vì thất not fair nên tui sẽ làm 1 điều gì đó fair hơn. Chị chủ so nice ơi cho chị 10* nhé.
Thân ái
Mr Bò Viên",Mr Bò Viên
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.8,"Mình đặt 1 hỏi Đb 1 ướt Đb đợt giảm 40% ko hy vọng mấy vì KM lên tới 40 mà. Nhưng khi nhận hàng thì khá bất ngờ, rau nhiều bánh nhiều thịt tôm rất nhiều. Đặc biệt là tôm rất ngon và ngọt. Nước mắn cho cho thêm tắc vào ăn ngon mà vừa miệng. Lưu ý là ớt rất cay nên cho ít ít thôi.",Soclee
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.4,Ban đầu vào thích thiết kế của quán lối vô quán gây nên ấn tượng tốt từ ban đầu. Không mang không khí ngột ngạt của hẻm sài gòn. Quán thiết kế rộng rãi khi đồ ăn mang ra ấn tượng nhất là đủa muỗng được bỏ vào một cái ly nước sôi làm sạch trước khi lấy ra ăn mang lại cảm giác sạch sẽ dễ chịu. . Đồ ăn rất ngon rất vừa vị. Có chị chủ quán dễ thương nhiệt tình. Thề ở đây rất ngon. Mát mẻ máy quạt 4 phía rất thoáng. Thề là hãy nên thử một lần ngon mát và nhiệt tình sạch sẽ là tất cả ở nơi đây. Đồ ăn ở đây giá cả phải chăng đáng tiền sẽ quay lại đây nửa.,Hoang Nguyen
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,2.6,"Trưa nắng mua 2 phần đặc biệt một phần tới giá 58k mà đúng thiệt sự cay đắng ko chịu được . Điên hết người , bỏ tiền mua ly nước cả trăm ngàn còn ko tiếc nhưng mua phải cái này thì đúng là tức . Toàn là rau , chẳng được bn cả , thịt nướng cũng ko phải đặ biệt lắm . Xin lỗi chứ món này đầy chỗ rẻ và ngon hơn trăm lần . Kinh quá thấy mấy bạn riview mà ăn xong thấy đúng là vl",Vân Vân
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.6,"Một phần ăn chỉnh chu về hình thức lẫn chất lượng, thêm cả không gian cũng khá độc đáo nên hình cực kì đẹp.
Chỗ này là nơi quen thuộc của team mình mỗi buổi trưa nè :D",Bổi
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.6,"Một phần đầy đặn, mình là nữ ăn sẽ bị hơi nhiều, mấy bạn nam thì có thể đủ no ấy. Thịt nướng rất thơm ngon, vị lạ, thịt mềm không bị khô rốc. Nước mắm hơi mặn xíu. Trà đào cam sả không có mùi sả lắm nhưng có lát cam, có đào có trân châu trắng, uống ngon lắm. Giá rất ok, trà đào cam sả có 26k thì phải",Link Doan
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,8.4,"Thấy giảm giá + fs nên đặt thử cho mấy chế mấy he làm chung ăn, tính ra giá tốt và món ăn ngon so với mặt bằng chung. rất đáng để thử nhé các bợn ^^",Thanh Tú My
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,8.0,"Trời ơi nhìn phần đồ ăn nhiều ứ hự nè. 
Ban đầu kiểu cũng k hi vọng nhiều vậy đâu, ai dè nhận đc phần đồ ăn quá hớp!!!!
Rau sạch, nhiều, ở dưới lớp bánh hỏi là xà lách, ít rau thơm, có dưa leo và giá. 
Ban đầu mình nghĩ là độn rau thôi. Ai dè độn thiệt :)) Nhưng mà đùa chứ bánh hỏi bánh ướt vẫn rất nhiều ở trên nha. Ăn rất nó luôn
Thịt nướng than hoa ôi thiệt là cực phẩm, lâu rồi mình mới đc ăn thịt nướng ngon vậy. Quá hớp, nướng vừa vị, thơm , không bị khét , và đặc biệt là rất nhiều :))) Ăn hoài k thấy hết!
Một phần bánh hỏi giá 38k , bánh ướt thì có tôm chấy nữa nên 48k, cá nhân mình thích ăn thịt nướng kh thôi, tôm chấy thì kh ấn tượng lắm.
Mọi người nên thử, sẽ không hối hận đâu :))",Thuỳ Dương
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.0,"Lâu nay nghe mấy chị công ty kháo nhau đi bộ vô hẻm 81/5 Nguyễn Văn Giai uống trà sữa ly bự siêu ngon mới biết quán mới update menu món bánh chấy tôm và thịt nướng. Mình ăn 1 phần bánh ướt tôm chấy tại quán 35k no quá trời. Rẻ hơn đem về 3k. Về phần nhìn quán decord đẹp. Chén dĩa dễ thương (Chị chủ giới thiệu là gốm Nhật). Về phần hương vị thì vị chấy tôm còn giữ được vị tôm tươi, rau ngon, chị chủ quán bảo khách ăn mới xắt rau và chần giá để đảm bảo tươi mới.
Nói chung là hài lòng. Lần sau thử món thịt nướng. Rất đáng để thử.
Ah. Quán chỉ có 1 điểm trừ là k có máy lạnh nhưng cũng không nóng lắm, chấp nhận được. ^^",Ha Trinh
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.8,"Lúc đặt bánh chấy tôm chỉ sợ chấy tôm làm với thịt, nhưng khi nhận hộp đồ ăn thì là chấy tôm 100%. Bánh ngon, chấy tôm gia vị vừa phải nên còn nguyên vị tôm tươi. Rau ngon, nước mắm ngon. Đặc biệt nhất là bánh nhiều tôm cực. Ăn vô rất nhớ Huế.",Nhi Tôn Nữ Quý
"Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng & Bánh Ướt - Nguyễn Công Trứ",https://www.foody.vn/ho-chi-minh/nau-sai-gon-banh-hoi-bun-thit-nuong-banh-uot-nguyen-cong-tru,9.6,Ăn thử thấy ngon. Giá bình dân mà tôm thật 100%. Ăn no quá trời. Bữa sau sẽ thử bún thịt nướng xem sao,Phi
